Node: 7,  Depth: 19,  Max-depth: 35,  Fringe-size: 506
Node: 38,  Depth: 14,  Max-depth: 31,  Fringe-size: 682
Node: 2,  Depth: 11,  Max-depth: 31,  Fringe-size: 690
Node: 40,  Depth: 17,  Max-depth: 31,  Fringe-size: 708
Node: 31,  Depth: 15,  Max-depth: 31,  Fringe-size: 709
Node: 5,  Depth: 15,  Max-depth: 31,  Fringe-size: 722
Node: 10,  Depth: 14,  Max-depth: 31,  Fringe-size: 733
Node: 8,  Depth: 16,  Max-depth: 31,  Fringe-size: 746
Node: 44,  Depth: 15,  Max-depth: 31,  Fringe-size: 743
Node: 39,  Depth: 22,  Max-depth: 31,  Fringe-size: 757
Node: 8,  Depth: 17,  Max-depth: 31,  Fringe-size: 715
Node: 1,  Depth: 18,  Max-depth: 31,  Fringe-size: 725
Node: 4,  Depth: 14,  Max-depth: 31,  Fringe-size: 702
Node: 26,  Depth: 15,  Max-depth: 31,  Fringe-size: 704
Node: 2,  Depth: 16,  Max-depth: 31,  Fringe-size: 700
Node: 29,  Depth: 17,  Max-depth: 31,  Fringe-size: 685
Node: 39,  Depth: 23,  Max-depth: 31,  Fringe-size: 668
Node: 38,  Depth: 15,  Max-depth: 31,  Fringe-size: 617
Node: 17,  Depth: 23,  Max-depth: 31,  Fringe-size: 636
Node: 43,  Depth: 24,  Max-depth: 31,  Fringe-size: 654
Node: 8,  Depth: 17,  Max-depth: 31,  Fringe-size: 647
Node: 1,  Depth: 18,  Max-depth: 31,  Fringe-size: 659
Node: 18,  Depth: 15,  Max-depth: 31,  Fringe-size: 654
Node: 20,  Depth: 26,  Max-depth: 31,  Fringe-size: 671
Node: 32,  Depth: 25,  Max-depth: 31,  Fringe-size: 635
Node: 10,  Depth: 15,  Max-depth: 31,  Fringe-size: 636
Node: 38,  Depth: 15,  Max-depth: 31,  Fringe-size: 653
Node: 44,  Depth: 16,  Max-depth: 31,  Fringe-size: 674
Node: 39,  Depth: 22,  Max-depth: 31,  Fringe-size: 662
Node: 31,  Depth: 16,  Max-depth: 31,  Fringe-size: 651
Node: 48,  Depth: 23,  Max-depth: 31,  Fringe-size: 659
Node: 16,  Depth: 16,  Max-depth: 31,  Fringe-size: 651
Node: 7,  Depth: 15,  Max-depth: 31,  Fringe-size: 665
Node: 42,  Depth: 16,  Max-depth: 31,  Fringe-size: 681
Node: 39,  Depth: 23,  Max-depth: 31,  Fringe-size: 693
Node: 23,  Depth: 23,  Max-depth: 31,  Fringe-size: 691
Node: 3,  Depth: 22,  Max-depth: 31,  Fringe-size: 700
Node: 18,  Depth: 17,  Max-depth: 31,  Fringe-size: 682
Node: 48,  Depth: 23,  Max-depth: 31,  Fringe-size: 683
Node: 48,  Depth: 24,  Max-depth: 31,  Fringe-size: 679
Node: 8,  Depth: 19,  Max-depth: 31,  Fringe-size: 668
Node: 1,  Depth: 20,  Max-depth: 31,  Fringe-size: 682
Node: 40,  Depth: 19,  Max-depth: 31,  Fringe-size: 680
Node: 47,  Depth: 26,  Max-depth: 31,  Fringe-size: 699
Node: 39,  Depth: 24,  Max-depth: 31,  Fringe-size: 641
Node: 7,  Depth: 18,  Max-depth: 31,  Fringe-size: 624
Node: 40,  Depth: 19,  Max-depth: 31,  Fringe-size: 631
Node: 25,  Depth: 20,  Max-depth: 31,  Fringe-size: 637
Node: 40,  Depth: 25,  Max-depth: 31,  Fringe-size: 636
Node: 48,  Depth: 23,  Max-depth: 31,  Fringe-size: 645
Node: 47,  Depth: 25,  Max-depth: 31,  Fringe-size: 650
Node: 21,  Depth: 26,  Max-depth: 31,  Fringe-size: 660
Node: 39,  Depth: 25,  Max-depth: 31,  Fringe-size: 642
Node: 25,  Depth: 20,  Max-depth: 31,  Fringe-size: 601
Node: 8,  Depth: 18,  Max-depth: 31,  Fringe-size: 619
Node: 1,  Depth: 19,  Max-depth: 31,  Fringe-size: 633
Node: 32,  Depth: 26,  Max-depth: 31,  Fringe-size: 633
Node: 20,  Depth: 28,  Max-depth: 31,  Fringe-size: 623
Node: 10,  Depth: 17,  Max-depth: 31,  Fringe-size: 627
Node: 21,  Depth: 26,  Max-depth: 31,  Fringe-size: 619
Node: 38,  Depth: 16,  Max-depth: 31,  Fringe-size: 632
Node: 33,  Depth: 29,  Max-depth: 31,  Fringe-size: 645
Node: 48,  Depth: 24,  Max-depth: 31,  Fringe-size: 648
Node: 8,  Depth: 17,  Max-depth: 31,  Fringe-size: 656
Node: 20,  Depth: 27,  Max-depth: 31,  Fringe-size: 667
Node: 39,  Depth: 23,  Max-depth: 31,  Fringe-size: 672
Node: 1,  Depth: 18,  Max-depth: 31,  Fringe-size: 688
Node: 45,  Depth: 14,  Max-depth: 31,  Fringe-size: 699
Node: 35,  Depth: 15,  Max-depth: 31,  Fringe-size: 708
Node: 32,  Depth: 27,  Max-depth: 31,  Fringe-size: 711
Node: 40,  Depth: 25,  Max-depth: 31,  Fringe-size: 642
Node: 31,  Depth: 15,  Max-depth: 31,  Fringe-size: 655
Node: 38,  Depth: 16,  Max-depth: 31,  Fringe-size: 666
Node: 5,  Depth: 10,  Max-depth: 31,  Fringe-size: 675
Node: 48,  Depth: 25,  Max-depth: 31,  Fringe-size: 696
Node: 10,  Depth: 18,  Max-depth: 31,  Fringe-size: 681
Node: 5,  Depth: 10,  Max-depth: 31,  Fringe-size: 689
Node: 38,  Depth: 16,  Max-depth: 31,  Fringe-size: 712
Node: 38,  Depth: 16,  Max-depth: 31,  Fringe-size: 720
Node: 5,  Depth: 12,  Max-depth: 31,  Fringe-size: 738
Node: 39,  Depth: 25,  Max-depth: 31,  Fringe-size: 753
Node: 21,  Depth: 31,  Max-depth: 31,  Fringe-size: 715
Node: 3,  Depth: 24,  Max-depth: 32,  Fringe-size: 624
Node: 22,  Depth: 25,  Max-depth: 32,  Fringe-size: 599
Node: 16,  Depth: 26,  Max-depth: 32,  Fringe-size: 605
Node: 41,  Depth: 27,  Max-depth: 32,  Fringe-size: 581
Node: 34,  Depth: 28,  Max-depth: 32,  Fringe-size: 557
Node: 25,  Depth: 25,  Max-depth: 32,  Fringe-size: 513
Node: 25,  Depth: 23,  Max-depth: 32,  Fringe-size: 529
Node: 45,  Depth: 15,  Max-depth: 32,  Fringe-size: 536
Node: 35,  Depth: 16,  Max-depth: 32,  Fringe-size: 542
Node: 47,  Depth: 27,  Max-depth: 32,  Fringe-size: 545
Node: 48,  Depth: 26,  Max-depth: 32,  Fringe-size: 548
Node: 38,  Depth: 16,  Max-depth: 32,  Fringe-size: 531
Node: 25,  Depth: 23,  Max-depth: 32,  Fringe-size: 541
Node: 9,  Depth: 17,  Max-depth: 32,  Fringe-size: 549
Node: 40,  Depth: 26,  Max-depth: 32,  Fringe-size: 558
Node: 25,  Depth: 24,  Max-depth: 32,  Fringe-size: 562
Node: 48,  Depth: 24,  Max-depth: 32,  Fringe-size: 563
Node: 1,  Depth: 18,  Max-depth: 32,  Fringe-size: 572
Node: 40,  Depth: 19,  Max-depth: 32,  Fringe-size: 584
Node: 39,  Depth: 25,  Max-depth: 32,  Fringe-size: 589
Node: 47,  Depth: 31,  Max-depth: 32,  Fringe-size: 575
Node: 33,  Depth: 29,  Max-depth: 32,  Fringe-size: 564
Node: 9,  Depth: 17,  Max-depth: 32,  Fringe-size: 575
Node: 1,  Depth: 18,  Max-depth: 32,  Fringe-size: 592
Node: 1,  Depth: 22,  Max-depth: 32,  Fringe-size: 593
Node: 8,  Depth: 23,  Max-depth: 32,  Fringe-size: 595
Node: 22,  Depth: 24,  Max-depth: 32,  Fringe-size: 593
Node: 16,  Depth: 25,  Max-depth: 32,  Fringe-size: 577
Node: 41,  Depth: 26,  Max-depth: 32,  Fringe-size: 574
Node: 34,  Depth: 27,  Max-depth: 32,  Fringe-size: 567
Node: 29,  Depth: 23,  Max-depth: 32,  Fringe-size: 563
Node: 5,  Depth: 24,  Max-depth: 32,  Fringe-size: 567
Node: 44,  Depth: 16,  Max-depth: 32,  Fringe-size: 579
Node: 18,  Depth: 16,  Max-depth: 32,  Fringe-size: 590
Node: 33,  Depth: 28,  Max-depth: 32,  Fringe-size: 602
Node: 20,  Depth: 28,  Max-depth: 32,  Fringe-size: 592
Node: 45,  Depth: 15,  Max-depth: 32,  Fringe-size: 598
Node: 35,  Depth: 16,  Max-depth: 32,  Fringe-size: 608
Node: 25,  Depth: 23,  Max-depth: 32,  Fringe-size: 608
Node: 48,  Depth: 26,  Max-depth: 32,  Fringe-size: 613
Node: 42,  Depth: 10,  Max-depth: 32,  Fringe-size: 609
Node: 45,  Depth: 18,  Max-depth: 32,  Fringe-size: 625
Node: 35,  Depth: 19,  Max-depth: 32,  Fringe-size: 637
Node: 4,  Depth: 16,  Max-depth: 32,  Fringe-size: 624
Node: 42,  Depth: 10,  Max-depth: 32,  Fringe-size: 639
Node: 20,  Depth: 29,  Max-depth: 32,  Fringe-size: 660
Node: 25,  Depth: 24,  Max-depth: 32,  Fringe-size: 654
Node: 9,  Depth: 17,  Max-depth: 32,  Fringe-size: 663
Node: 25,  Depth: 26,  Max-depth: 32,  Fringe-size: 681
Node: 4,  Depth: 17,  Max-depth: 32,  Fringe-size: 667
Node: 26,  Depth: 18,  Max-depth: 32,  Fringe-size: 682
Node: 42,  Depth: 19,  Max-depth: 32,  Fringe-size: 657
Node: 48,  Depth: 20,  Max-depth: 32,  Fringe-size: 627
Node: 5,  Depth: 21,  Max-depth: 32,  Fringe-size: 613
Node: 28,  Depth: 19,  Max-depth: 32,  Fringe-size: 610
Node: 40,  Depth: 26,  Max-depth: 32,  Fringe-size: 622
Node: 39,  Depth: 26,  Max-depth: 32,  Fringe-size: 629
Node: 9,  Depth: 17,  Max-depth: 32,  Fringe-size: 626
Node: 4,  Depth: 20,  Max-depth: 32,  Fringe-size: 643
Node: 26,  Depth: 21,  Max-depth: 32,  Fringe-size: 657
Node: 2,  Depth: 22,  Max-depth: 32,  Fringe-size: 654
Node: 29,  Depth: 23,  Max-depth: 32,  Fringe-size: 650
Node: 45,  Depth: 19,  Max-depth: 32,  Fringe-size: 631
Node: 35,  Depth: 20,  Max-depth: 32,  Fringe-size: 644
Node: 40,  Depth: 19,  Max-depth: 32,  Fringe-size: 643
Node: 4,  Depth: 17,  Max-depth: 32,  Fringe-size: 652
Node: 48,  Depth: 26,  Max-depth: 32,  Fringe-size: 668
Node: 25,  Depth: 25,  Max-depth: 32,  Fringe-size: 666
Node: 31,  Depth: 16,  Max-depth: 32,  Fringe-size: 668
Node: 25,  Depth: 27,  Max-depth: 32,  Fringe-size: 682
Node: 25,  Depth: 29,  Max-depth: 32,  Fringe-size: 662
Node: 40,  Depth: 19,  Max-depth: 32,  Fringe-size: 603
Node: 31,  Depth: 16,  Max-depth: 32,  Fringe-size: 620
Node: 24,  Depth: 17,  Max-depth: 32,  Fringe-size: 637
Node: 10,  Depth: 16,  Max-depth: 32,  Fringe-size: 652
Node: 4,  Depth: 21,  Max-depth: 32,  Fringe-size: 675
Node: 26,  Depth: 22,  Max-depth: 32,  Fringe-size: 690
Node: 2,  Depth: 23,  Max-depth: 32,  Fringe-size: 641
Node: 29,  Depth: 24,  Max-depth: 32,  Fringe-size: 635
Node: 44,  Depth: 16,  Max-depth: 32,  Fringe-size: 615
Node: 38,  Depth: 15,  Max-depth: 32,  Fringe-size: 634
Node: 33,  Depth: 29,  Max-depth: 32,  Fringe-size: 657
Node: 48,  Depth: 27,  Max-depth: 32,  Fringe-size: 649
Node: 10,  Depth: 17,  Max-depth: 32,  Fringe-size: 647
Node: 32,  Depth: 31,  Max-depth: 32,  Fringe-size: 673
Node: 23,  Depth: 27,  Max-depth: 32,  Fringe-size: 623
Node: 44,  Depth: 16,  Max-depth: 32,  Fringe-size: 635
Node: 5,  Depth: 24,  Max-depth: 32,  Fringe-size: 644
Node: 29,  Depth: 28,  Max-depth: 32,  Fringe-size: 627
Node: 5,  Depth: 29,  Max-depth: 32,  Fringe-size: 574
Node: 39,  Depth: 27,  Max-depth: 32,  Fringe-size: 579
Node: 18,  Depth: 17,  Max-depth: 32,  Fringe-size: 586
Node: 23,  Depth: 27,  Max-depth: 32,  Fringe-size: 568
Node: 34,  Depth: 24,  Max-depth: 32,  Fringe-size: 573
Node: 3,  Depth: 25,  Max-depth: 32,  Fringe-size: 515
Node: 33,  Depth: 30,  Max-depth: 32,  Fringe-size: 465
Node: 44,  Depth: 17,  Max-depth: 32,  Fringe-size: 473
Node: 47,  Depth: 27,  Max-depth: 32,  Fringe-size: 487
Node: 21,  Depth: 28,  Max-depth: 32,  Fringe-size: 493
Node: 7,  Depth: 18,  Max-depth: 32,  Fringe-size: 478
Node: 33,  Depth: 30,  Max-depth: 32,  Fringe-size: 480
Node: 39,  Depth: 30,  Max-depth: 32,  Fringe-size: 486
Node: 39,  Depth: 28,  Max-depth: 32,  Fringe-size: 474
Node: 31,  Depth: 16,  Max-depth: 32,  Fringe-size: 486
Node: 34,  Depth: 25,  Max-depth: 32,  Fringe-size: 504
Node: 3,  Depth: 26,  Max-depth: 32,  Fringe-size: 508
Node: 31,  Depth: 17,  Max-depth: 32,  Fringe-size: 497
Node: 47,  Depth: 27,  Max-depth: 32,  Fringe-size: 513
Node: 21,  Depth: 28,  Max-depth: 32,  Fringe-size: 522
Node: 31,  Depth: 17,  Max-depth: 32,  Fringe-size: 524
Node: 44,  Depth: 16,  Max-depth: 32,  Fringe-size: 547
Node: 25,  Depth: 26,  Max-depth: 32,  Fringe-size: 560
Node: 40,  Depth: 18,  Max-depth: 32,  Fringe-size: 568
Node: 31,  Depth: 17,  Max-depth: 32,  Fringe-size: 580
Node: 18,  Depth: 17,  Max-depth: 32,  Fringe-size: 601
Node: 48,  Depth: 28,  Max-depth: 32,  Fringe-size: 602
Node: 40,  Depth: 18,  Max-depth: 32,  Fringe-size: 579
Node: 20,  Depth: 31,  Max-depth: 32,  Fringe-size: 596
Node: 39,  Depth: 31,  Max-depth: 32,  Fringe-size: 558
Node: 6,  Depth: 20,  Max-depth: 32,  Fringe-size: 555
Node: 37,  Depth: 21,  Max-depth: 32,  Fringe-size: 541
Node: 19,  Depth: 22,  Max-depth: 32,  Fringe-size: 556
Node: 48,  Depth: 28,  Max-depth: 32,  Fringe-size: 557
Node: 8,  Depth: 18,  Max-depth: 32,  Fringe-size: 556
Node: 1,  Depth: 19,  Max-depth: 32,  Fringe-size: 572
Node: 33,  Depth: 31,  Max-depth: 32,  Fringe-size: 565
Node: 33,  Depth: 31,  Max-depth: 32,  Fringe-size: 571
Node: 2,  Depth: 24,  Max-depth: 32,  Fringe-size: 586
Node: 18,  Depth: 17,  Max-depth: 32,  Fringe-size: 572
Node: 48,  Depth: 29,  Max-depth: 32,  Fringe-size: 591
Node: 40,  Depth: 26,  Max-depth: 32,  Fringe-size: 576
Node: 8,  Depth: 18,  Max-depth: 32,  Fringe-size: 590
Node: 1,  Depth: 19,  Max-depth: 32,  Fringe-size: 607
Node: 20,  Depth: 30,  Max-depth: 32,  Fringe-size: 610
Node: 25,  Depth: 27,  Max-depth: 32,  Fringe-size: 598
Node: 7,  Depth: 18,  Max-depth: 32,  Fringe-size: 606
Node: 18,  Depth: 17,  Max-depth: 32,  Fringe-size: 608
Node: 10,  Depth: 18,  Max-depth: 32,  Fringe-size: 625
Node: 18,  Depth: 17,  Max-depth: 32,  Fringe-size: 638
Node: 11,  Depth: 28,  Max-depth: 32,  Fringe-size: 654
Node: 12,  Depth: 29,  Max-depth: 32,  Fringe-size: 647
Node: 32,  Depth: 27,  Max-depth: 32,  Fringe-size: 661
Node: 48,  Depth: 30,  Max-depth: 32,  Fringe-size: 675
Node: 41,  Depth: 25,  Max-depth: 32,  Fringe-size: 637
Node: 16,  Depth: 26,  Max-depth: 32,  Fringe-size: 634
Node: 24,  Depth: 19,  Max-depth: 32,  Fringe-size: 628
Node: 7,  Depth: 18,  Max-depth: 32,  Fringe-size: 647
Node: 28,  Depth: 17,  Max-depth: 32,  Fringe-size: 647
Node: 24,  Depth: 19,  Max-depth: 32,  Fringe-size: 666
Node: 18,  Depth: 18,  Max-depth: 32,  Fringe-size: 675
Node: 32,  Depth: 27,  Max-depth: 32,  Fringe-size: 680
Node: 27,  Depth: 23,  Max-depth: 32,  Fringe-size: 680
Node: 36,  Depth: 18,  Max-depth: 32,  Fringe-size: 685
Node: 11,  Depth: 28,  Max-depth: 32,  Fringe-size: 708
Node: 40,  Depth: 20,  Max-depth: 32,  Fringe-size: 688
Node: 38,  Depth: 17,  Max-depth: 32,  Fringe-size: 697
Node: 41,  Depth: 26,  Max-depth: 32,  Fringe-size: 716
Node: 16,  Depth: 27,  Max-depth: 32,  Fringe-size: 719
Node: 7,  Depth: 19,  Max-depth: 32,  Fringe-size: 711
Node: 40,  Depth: 30,  Max-depth: 32,  Fringe-size: 718
Node: 38,  Depth: 17,  Max-depth: 32,  Fringe-size: 719
Node: 20,  Depth: 31,  Max-depth: 32,  Fringe-size: 728
Node: 40,  Depth: 20,  Max-depth: 32,  Fringe-size: 714
Node: 12,  Depth: 31,  Max-depth: 32,  Fringe-size: 725
Node: 24,  Depth: 20,  Max-depth: 32,  Fringe-size: 717
Node: 38,  Depth: 17,  Max-depth: 32,  Fringe-size: 737
Node: 36,  Depth: 18,  Max-depth: 32,  Fringe-size: 751
Node: 32,  Depth: 32,  Max-depth: 32,  Fringe-size: 767
Node: 25,  Depth: 28,  Max-depth: 33,  Fringe-size: 658
Node: 24,  Depth: 20,  Max-depth: 33,  Fringe-size: 637
Node: 36,  Depth: 18,  Max-depth: 33,  Fringe-size: 659
Node: 9,  Depth: 16,  Max-depth: 33,  Fringe-size: 678
Node: 28,  Depth: 19,  Max-depth: 33,  Fringe-size: 700
Node: 23,  Depth: 28,  Max-depth: 33,  Fringe-size: 686
Node: 22,  Depth: 26,  Max-depth: 33,  Fringe-size: 667
Node: 24,  Depth: 22,  Max-depth: 33,  Fringe-size: 659
Node: 5,  Depth: 30,  Max-depth: 33,  Fringe-size: 672
Node: 17,  Depth: 24,  Max-depth: 33,  Fringe-size: 645
Node: 43,  Depth: 25,  Max-depth: 33,  Fringe-size: 657
Node: 30,  Depth: 26,  Max-depth: 33,  Fringe-size: 651
Node: 36,  Depth: 27,  Max-depth: 33,  Fringe-size: 638
Node: 13,  Depth: 29,  Max-depth: 33,  Fringe-size: 636
Node: 2,  Depth: 29,  Max-depth: 33,  Fringe-size: 612
Node: 25,  Depth: 29,  Max-depth: 33,  Fringe-size: 539
Node: 24,  Depth: 22,  Max-depth: 33,  Fringe-size: 552
Node: 45,  Depth: 19,  Max-depth: 33,  Fringe-size: 571
Node: 35,  Depth: 20,  Max-depth: 33,  Fringe-size: 589
Node: 8,  Depth: 16,  Max-depth: 33,  Fringe-size: 587
Node: 24,  Depth: 23,  Max-depth: 33,  Fringe-size: 605
Node: 18,  Depth: 19,  Max-depth: 33,  Fringe-size: 614
Node: 3,  Depth: 26,  Max-depth: 33,  Fringe-size: 618
Node: 22,  Depth: 27,  Max-depth: 33,  Fringe-size: 601
Node: 15,  Depth: 19,  Max-depth: 33,  Fringe-size: 591
Node: 44,  Depth: 17,  Max-depth: 33,  Fringe-size: 605
Node: 20,  Depth: 31,  Max-depth: 33,  Fringe-size: 621
Node: 40,  Depth: 30,  Max-depth: 33,  Fringe-size: 606
Node: 7,  Depth: 20,  Max-depth: 33,  Fringe-size: 615
Node: 24,  Depth: 23,  Max-depth: 33,  Fringe-size: 618
Node: 44,  Depth: 17,  Max-depth: 33,  Fringe-size: 628
Node: 15,  Depth: 19,  Max-depth: 33,  Fringe-size: 644
Node: 40,  Depth: 29,  Max-depth: 33,  Fringe-size: 653
Node: 5,  Depth: 25,  Max-depth: 33,  Fringe-size: 651
Node: 4,  Depth: 21,  Max-depth: 33,  Fringe-size: 663
Node: 26,  Depth: 22,  Max-depth: 33,  Fringe-size: 683
Node: 2,  Depth: 23,  Max-depth: 33,  Fringe-size: 682
Node: 29,  Depth: 24,  Max-depth: 33,  Fringe-size: 681
Node: 3,  Depth: 27,  Max-depth: 33,  Fringe-size: 666
Node: 9,  Depth: 18,  Max-depth: 33,  Fringe-size: 645
Node: 13,  Depth: 29,  Max-depth: 33,  Fringe-size: 650
Node: 20,  Depth: 32,  Max-depth: 33,  Fringe-size: 653
Node: 24,  Depth: 23,  Max-depth: 33,  Fringe-size: 644
Node: 24,  Depth: 24,  Max-depth: 33,  Fringe-size: 658
Node: 28,  Depth: 19,  Max-depth: 33,  Fringe-size: 675
Node: 9,  Depth: 18,  Max-depth: 33,  Fringe-size: 683
Node: 42,  Depth: 17,  Max-depth: 33,  Fringe-size: 698
Node: 48,  Depth: 18,  Max-depth: 33,  Fringe-size: 720
Node: 5,  Depth: 19,  Max-depth: 33,  Fringe-size: 726
Node: 22,  Depth: 20,  Max-depth: 33,  Fringe-size: 725
Node: 16,  Depth: 21,  Max-depth: 33,  Fringe-size: 729
Node: 3,  Depth: 22,  Max-depth: 33,  Fringe-size: 731
Node: 13,  Depth: 29,  Max-depth: 33,  Fringe-size: 726
Node: 38,  Depth: 15,  Max-depth: 33,  Fringe-size: 726
Node: 8,  Depth: 16,  Max-depth: 33,  Fringe-size: 741
Node: 6,  Depth: 18,  Max-depth: 33,  Fringe-size: 756
Node: 37,  Depth: 19,  Max-depth: 33,  Fringe-size: 757
Node: 19,  Depth: 20,  Max-depth: 33,  Fringe-size: 776
Node: 13,  Depth: 30,  Max-depth: 33,  Fringe-size: 767
Node: 40,  Depth: 27,  Max-depth: 33,  Fringe-size: 724
Node: 14,  Depth: 28,  Max-depth: 33,  Fringe-size: 640
Node: 24,  Depth: 24,  Max-depth: 33,  Fringe-size: 643
Node: 22,  Depth: 20,  Max-depth: 33,  Fringe-size: 659
Node: 16,  Depth: 21,  Max-depth: 33,  Fringe-size: 677
Node: 3,  Depth: 22,  Max-depth: 33,  Fringe-size: 678
Node: 28,  Depth: 19,  Max-depth: 33,  Fringe-size: 682
Node: 24,  Depth: 23,  Max-depth: 33,  Fringe-size: 696
Node: 24,  Depth: 11,  Max-depth: 33,  Fringe-size: 697
Node: 38,  Depth: 16,  Max-depth: 33,  Fringe-size: 707
Node: 24,  Depth: 11,  Max-depth: 33,  Fringe-size: 732
Node: 25,  Depth: 30,  Max-depth: 33,  Fringe-size: 742
Node: 29,  Depth: 29,  Max-depth: 33,  Fringe-size: 701
Node: 5,  Depth: 30,  Max-depth: 33,  Fringe-size: 678
Node: 42,  Depth: 18,  Max-depth: 33,  Fringe-size: 672
Node: 48,  Depth: 19,  Max-depth: 33,  Fringe-size: 693
Node: 5,  Depth: 20,  Max-depth: 33,  Fringe-size: 696
Node: 24,  Depth: 24,  Max-depth: 33,  Fringe-size: 696
Node: 24,  Depth: 25,  Max-depth: 33,  Fringe-size: 711
Node: 44,  Depth: 18,  Max-depth: 33,  Fringe-size: 721
Node: 44,  Depth: 17,  Max-depth: 33,  Fringe-size: 728
Node: 48,  Depth: 31,  Max-depth: 33,  Fringe-size: 748
Node: 28,  Depth: 20,  Max-depth: 33,  Fringe-size: 687
Node: 22,  Depth: 27,  Max-depth: 33,  Fringe-size: 690
Node: 3,  Depth: 28,  Max-depth: 33,  Fringe-size: 669
Node: 47,  Depth: 31,  Max-depth: 33,  Fringe-size: 615
Node: 47,  Depth: 29,  Max-depth: 33,  Fringe-size: 611
Node: 34,  Depth: 25,  Max-depth: 33,  Fringe-size: 623
Node: 3,  Depth: 26,  Max-depth: 33,  Fringe-size: 623
Node: 32,  Depth: 31,  Max-depth: 33,  Fringe-size: 620
Node: 15,  Depth: 21,  Max-depth: 33,  Fringe-size: 578
Node: 23,  Depth: 27,  Max-depth: 33,  Fringe-size: 591
Node: 44,  Depth: 18,  Max-depth: 33,  Fringe-size: 593
Node: 40,  Depth: 30,  Max-depth: 33,  Fringe-size: 609
Node: 24,  Depth: 25,  Max-depth: 33,  Fringe-size: 609
Node: 47,  Depth: 32,  Max-depth: 33,  Fringe-size: 623
Node: 39,  Depth: 28,  Max-depth: 33,  Fringe-size: 577
Node: 40,  Depth: 29,  Max-depth: 33,  Fringe-size: 578
Node: 15,  Depth: 21,  Max-depth: 33,  Fringe-size: 592
Node: 6,  Depth: 20,  Max-depth: 33,  Fringe-size: 605
Node: 37,  Depth: 21,  Max-depth: 33,  Fringe-size: 607
Node: 19,  Depth: 22,  Max-depth: 33,  Fringe-size: 613
Node: 21,  Depth: 32,  Max-depth: 33,  Fringe-size: 616
Node: 48,  Depth: 30,  Max-depth: 33,  Fringe-size: 586
Node: 27,  Depth: 21,  Max-depth: 33,  Fringe-size: 553
Node: 44,  Depth: 18,  Max-depth: 33,  Fringe-size: 565
Node: 8,  Depth: 17,  Max-depth: 33,  Fringe-size: 585
Node: 18,  Depth: 18,  Max-depth: 33,  Fringe-size: 606
Node: 22,  Depth: 28,  Max-depth: 33,  Fringe-size: 613
Node: 3,  Depth: 29,  Max-depth: 33,  Fringe-size: 606
Node: 40,  Depth: 30,  Max-depth: 33,  Fringe-size: 586
Node: 11,  Depth: 28,  Max-depth: 33,  Fringe-size: 565
Node: 23,  Depth: 23,  Max-depth: 33,  Fringe-size: 545
Node: 23,  Depth: 28,  Max-depth: 33,  Fringe-size: 565
Node: 24,  Depth: 26,  Max-depth: 33,  Fringe-size: 582
Node: 4,  Depth: 25,  Max-depth: 33,  Fringe-size: 590
Node: 26,  Depth: 26,  Max-depth: 33,  Fringe-size: 595
Node: 15,  Depth: 30,  Max-depth: 33,  Fringe-size: 578
Node: 12,  Depth: 31,  Max-depth: 33,  Fringe-size: 580
Node: 40,  Depth: 30,  Max-depth: 33,  Fringe-size: 576
Node: 15,  Depth: 31,  Max-depth: 33,  Fringe-size: 591
Node: 18,  Depth: 18,  Max-depth: 33,  Fringe-size: 602
Node: 1,  Depth: 20,  Max-depth: 33,  Fringe-size: 619
Node: 8,  Depth: 21,  Max-depth: 33,  Fringe-size: 620
Node: 28,  Depth: 19,  Max-depth: 33,  Fringe-size: 619
Node: 7,  Depth: 19,  Max-depth: 33,  Fringe-size: 613
Node: 5,  Depth: 30,  Max-depth: 33,  Fringe-size: 623
Node: 23,  Depth: 23,  Max-depth: 33,  Fringe-size: 596
Node: 5,  Depth: 30,  Max-depth: 33,  Fringe-size: 607
Node: 24,  Depth: 24,  Max-depth: 33,  Fringe-size: 585
Node: 32,  Depth: 29,  Max-depth: 33,  Fringe-size: 603
Node: 7,  Depth: 19,  Max-depth: 33,  Fringe-size: 614
Node: 23,  Depth: 28,  Max-depth: 33,  Fringe-size: 630
Node: 40,  Depth: 31,  Max-depth: 33,  Fringe-size: 639
Node: 18,  Depth: 18,  Max-depth: 33,  Fringe-size: 652
Node: 16,  Depth: 27,  Max-depth: 33,  Fringe-size: 666
Node: 1,  Depth: 20,  Max-depth: 33,  Fringe-size: 670
Node: 8,  Depth: 21,  Max-depth: 33,  Fringe-size: 678
Node: 18,  Depth: 19,  Max-depth: 33,  Fringe-size: 677
Node: 28,  Depth: 19,  Max-depth: 33,  Fringe-size: 691
Node: 36,  Depth: 18,  Max-depth: 33,  Fringe-size: 697
Node: 42,  Depth: 25,  Max-depth: 33,  Fringe-size: 712
Node: 1,  Depth: 23,  Max-depth: 33,  Fringe-size: 704
Node: 8,  Depth: 24,  Max-depth: 33,  Fringe-size: 710
Node: 22,  Depth: 25,  Max-depth: 33,  Fringe-size: 710
Node: 16,  Depth: 26,  Max-depth: 33,  Fringe-size: 713
Node: 41,  Depth: 27,  Max-depth: 33,  Fringe-size: 698
Node: 34,  Depth: 28,  Max-depth: 33,  Fringe-size: 689
Node: 31,  Depth: 18,  Max-depth: 33,  Fringe-size: 677
Node: 17,  Depth: 22,  Max-depth: 33,  Fringe-size: 692
Node: 43,  Depth: 23,  Max-depth: 33,  Fringe-size: 690
